action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,14598426,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccccc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '18.16', 'le': '0.33', 'lle': '2.73', 'sei': '7.77'}",CHEMBL3234116,,CHEMBL3234116,6.76,0,http://www.openphacts.org/units/Nanomolar,2082641,=,1,1,=,,IC50,nM,,172.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,172.0
,,14598427,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccncc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '18.47', 'le': '0.34', 'lle': '3.47', 'sei': '6.90'}",CHEMBL3234117,,CHEMBL3234117,6.90,0,http://www.openphacts.org/units/Nanomolar,2082642,=,1,1,=,,IC50,nM,,127.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,127.0
,,14598428,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(O)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '17.68', 'le': '0.32', 'lle': '3.13', 'sei': '6.40'}",CHEMBL3234118,,CHEMBL3234118,6.87,0,http://www.openphacts.org/units/Nanomolar,2082643,=,1,1,=,,IC50,nM,,136.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,136.0
,,14598429,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '17.29', 'le': '0.31', 'lle': '2.34', 'sei': '7.68'}",CHEMBL3234119,,CHEMBL3234119,6.68,0,http://www.openphacts.org/units/Nanomolar,2082644,=,1,1,=,,IC50,nM,,208.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,208.0
,,14598430,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C#N)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '15.90', 'le': '0.29', 'lle': '2.41', 'sei': '5.70'}",CHEMBL3234120,,CHEMBL3234120,6.32,0,http://www.openphacts.org/units/Nanomolar,2082645,=,1,1,=,,IC50,nM,,477.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,477.0
,,14598431,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(OC(N)=O)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '15.69', 'le': '0.29', 'lle': '3.28', 'sei': '4.86'}",CHEMBL3234317,,CHEMBL3234317,6.77,0,http://www.openphacts.org/units/Nanomolar,2082914,=,1,1,=,,IC50,nM,,170.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,170.0
,,14598432,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C(=O)OC)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '16.98', 'le': '0.31', 'lle': '3.49', 'sei': '6.45'}",CHEMBL3234318,,CHEMBL3234318,7.31,0,http://www.openphacts.org/units/Nanomolar,2082915,=,1,1,=,,IC50,nM,,49.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,49.0
,,14598433,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(N(C)C)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '16.44', 'le': '0.30', 'lle': '2.73', 'sei': '7.57'}",CHEMBL3234319,,CHEMBL3234319,6.83,0,http://www.openphacts.org/units/Nanomolar,2082916,=,1,1,=,,IC50,nM,,147.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,147.0
,,14598434,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(F)cc2)cc1OC,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '17.49', 'le': '0.32', 'lle': '2.66', 'sei': '7.85'}",CHEMBL3234320,,CHEMBL3234320,6.83,0,http://www.openphacts.org/units/Nanomolar,2082917,=,1,1,=,,IC50,nM,,148.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,148.0
,,14598435,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccccc2)cc1,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '19.74', 'le': '0.36', 'lle': '2.73', 'sei': '8.69'}",CHEMBL3234321,,CHEMBL3234321,6.76,0,http://www.openphacts.org/units/Nanomolar,2082918,=,1,1,=,,IC50,nM,,174.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,174.0
,,14598436,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccccc2)nc1,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '17.94', 'le': '0.32', 'lle': '2.74', 'sei': '6.79'}",CHEMBL3234322,,CHEMBL3234322,6.16,0,http://www.openphacts.org/units/Nanomolar,2082919,=,1,1,=,,IC50,nM,,688.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,688.0
,,14598437,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1ccc(-c2ccc(C)cc2)nc1,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '17.36', 'le': '0.31', 'lle': '2.47', 'sei': '6.84'}",CHEMBL3234323,,CHEMBL3234323,6.20,0,http://www.openphacts.org/units/Nanomolar,2082920,=,1,1,=,,IC50,nM,,625.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,625.0
,,14598438,[],CHEMBL3239992,Inhibition of human DHFR using dihydrofolate as substrate preincubated for 5 mins followed by substrate addition in presence of NADPH,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1cnc(-c2ccccc2)nc1,,,CHEMBL3232887,J Med Chem,2014,"{'bei': '19.58', 'le': '0.35', 'lle': '3.92', 'sei': '6.51'}",CHEMBL3234324,,CHEMBL3234324,6.75,0,http://www.openphacts.org/units/Nanomolar,2082921,=,1,1,=,,IC50,nM,,180.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,180.0
,,15004819,[],CHEMBL3364305,Inhibition of human DHFR,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2[nH]cc(Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,,,CHEMBL3351290,Bioorg Med Chem Lett,2014,"{'bei': '14.98', 'le': '0.28', 'lle': '5.72', 'sei': '3.24'}",CHEMBL2426247,,CHEMBL2426247,6.19,0,http://www.openphacts.org/units/Nanomolar,2266069,=,1,1,=,,IC50,nM,,640.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.64
,,15156217,[],CHEMBL3399404,Inhibition of DHFR (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=C2\CCCc3c2nc(C)nc3-c2ccc(OC)c(OC)c2)cc1OC,,,CHEMBL3396974,Eur J Med Chem,2015,"{'bei': '16.18', 'le': '0.30', 'lle': '1.64', 'sei': '11.16'}",CHEMBL3115730,,CHEMBL3115730,7.00,0,http://www.openphacts.org/units/Nanomolar,2279085,=,1,1,=,,IC50,nM,,100.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.1
,,15156218,[],CHEMBL3399404,Inhibition of DHFR (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C2\CCCc3c2nc(C)nc3-c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,,,CHEMBL3396974,Eur J Med Chem,2015,"{'bei': '12.79', 'le': '0.24', 'lle': '0.92', 'sei': '7.76'}",CHEMBL3115731,,CHEMBL3115731,6.30,0,http://www.openphacts.org/units/Nanomolar,2279086,=,1,1,=,,IC50,nM,,500.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.5
,267767,16264978,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccccc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,,,CHEMBL3639084,,2014,"{'bei': '16.35', 'le': '0.30', 'lle': '2.08', 'sei': '6.73'}",CHEMBL459178,,CHEMBL459178,5.86,1,http://www.openphacts.org/units/Nanomolar,2517587,=,37,1,=,,IC50,nM,,1380.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1380.0
,267766,16274241,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccccc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,,,CHEMBL3639084,,2014,"{'bei': '16.37', 'le': '0.30', 'lle': '2.09', 'sei': '6.74'}",CHEMBL459177,,CHEMBL459177,5.87,1,http://www.openphacts.org/units/Nanomolar,2517586,=,37,1,=,,IC50,nM,,1360.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1360.0
,267763,16275258,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccccc2C)ccc1C(C)C#Cc1c(C)nc(N)nc1N,,,CHEMBL3639084,,2014,"{'bei': '14.92', 'le': '0.27', 'lle': '1.47', 'sei': '6.38'}",CHEMBL3644517,,CHEMBL3644517,5.56,0,http://www.openphacts.org/units/Nanomolar,2517572,=,37,1,=,,IC50,nM,,2770.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,2770.0
,267757,16277915,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,,,CHEMBL3639084,,2014,"{'bei': '17.11', 'le': '0.32', 'lle': '3.73', 'sei': '5.55'}",CHEMBL223301,,CHEMBL223301,5.86,1,http://www.openphacts.org/units/Nanomolar,2517581,=,37,1,=,,IC50,nM,,1380.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1380.0
,267787,16280846,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CCc1cc(OC)cc(-c2ccccc2)c1,,,CHEMBL3639084,,2014,"{'bei': '19.12', 'le': '0.35', 'lle': '3.38', 'sei': '7.87'}",CHEMBL1270633,,CHEMBL1270633,6.85,0,http://www.openphacts.org/units/Nanomolar,2517594,=,37,1,=,,IC50,nM,,140.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,140.0
,267758,16288566,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccccc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1,,,CHEMBL3639084,,2014,"{'bei': '16.10', 'le': '0.29', 'lle': '1.99', 'sei': '6.63'}",CHEMBL520358,,CHEMBL520358,5.77,1,http://www.openphacts.org/units/Nanomolar,2517582,=,37,1,=,,IC50,nM,,1700.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1700.0
,267762,16290627,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccccc2)ccc1C(C)C#Cc1c(C)nc(N)nc1N,,,CHEMBL3639084,,2014,"{'bei': '16.31', 'le': '0.30', 'lle': '2.07', 'sei': '6.72'}",CHEMBL1270837,,CHEMBL1270837,5.85,0,http://www.openphacts.org/units/Nanomolar,2517591,=,37,1,=,,IC50,nM,,1420.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1420.0
,267797,16304180,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CCc1cccc(-c2cncnc2)c1,,,CHEMBL3639084,,2014,"{'bei': '20.57', 'le': '0.37', 'lle': '4.55', 'sei': '6.56'}",CHEMBL3644523,,CHEMBL3644523,6.80,0,http://www.openphacts.org/units/Nanomolar,2517580,=,37,1,=,,IC50,nM,,160.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,160.0
,267783,16306370,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2cc(C)cc(C)c2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1,,,CHEMBL3639084,,2014,"{'bei': '15.85', 'le': '0.29', 'lle': '1.72', 'sei': '7.04'}",CHEMBL575217,,CHEMBL575217,6.12,1,http://www.openphacts.org/units/Nanomolar,2517590,=,37,1,=,,IC50,nM,,750.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,750.0
,267760,16308310,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2c(C)cccc2C)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1,,,CHEMBL3639084,,2014,"{'bei': '15.27', 'le': '0.28', 'lle': '1.50', 'sei': '6.78'}",CHEMBL457725,,CHEMBL457725,5.90,1,http://www.openphacts.org/units/Nanomolar,2517584,=,37,1,=,,IC50,nM,,1250.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1250.0
,267784,16311407,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccc(C)cc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1,,,CHEMBL3639084,,2014,"{'bei': '15.72', 'le': '0.29', 'lle': '1.76', 'sei': '6.72'}",CHEMBL584391,,CHEMBL584391,5.85,1,http://www.openphacts.org/units/Nanomolar,2517589,=,37,1,=,,IC50,nM,,1400.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1400.0
,267792,16312866,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CCc1cc(-c2ccncc2)ccc1OC,,,CHEMBL3639084,,2014,"{'bei': '18.03', 'le': '0.33', 'lle': '3.61', 'sei': '6.49'}",CHEMBL3526249,,CHEMBL3526249,6.48,0,http://www.openphacts.org/units/Nanomolar,2517576,=,37,1,=,,IC50,nM,,330.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,330.0
,267789,16314872,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CC(C)c1cc(-c2ccccc2)ccc1OC,,,CHEMBL3639084,,2014,"{'bei': '18.79', 'le': '0.34', 'lle': '2.97', 'sei': '8.04'}",CHEMBL3644520,,CHEMBL3644520,7.00,0,http://www.openphacts.org/units/Nanomolar,2517575,=,37,1,=,,IC50,nM,,100.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,100.0
,267764,16317380,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2c(C)cccc2C)ccc1C(C)C#Cc1c(C)nc(N)nc1N,,,CHEMBL3639084,,2014,"{'bei': '14.16', 'le': '0.26', 'lle': '1.07', 'sei': '6.29'}",CHEMBL3644518,,CHEMBL3644518,5.47,0,http://www.openphacts.org/units/Nanomolar,2517573,=,37,1,=,,IC50,nM,,3370.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,3370.0
,267765,16321957,[],CHEMBL3707564,"Spectrophotometric Enzyme Assay: Compounds were evaluated in spectrophotometric enzyme assays using ChDHFR-TS and hDHFR. Inhibition constants (IC50) were measured (see Table 4). The lead compound, X, has an inhibition constant of 38 nM and modest selectivity (8-fold). All of the biphenyl compounds are more potent than the initial lead compound X and exhibit greater selectivity for the pathogenic enzyme. The most potent racemic compound, D(rac), a 5′-biphenyl derivative, is also the most selective of the racemic compounds (944-fold). The single R enantiomer of this 5′-biphenyl analog is the most potent (1.1 nM) and most selective (1273-fold) of all known compounds tested against the Cryptosporidium DHFR enzyme.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2c(C(C)C)cccc2C(C)C)ccc1C(C)C#Cc1c(C)nc(N)nc1N,,,CHEMBL3639084,,2014,"{'bei': '12.15', 'le': '0.22', 'lle': '-0.65', 'sei': '6.18'}",CHEMBL3644519,,CHEMBL3644519,5.38,0,http://www.openphacts.org/units/Nanomolar,2517574,=,37,1,=,,IC50,nM,,4200.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,4200.0
,267795,16328825,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)cc(N2CCOCC2)c1,,,CHEMBL3639084,,2014,"{'bei': '17.41', 'le': '0.32', 'lle': '4.45', 'sei': '6.43'}",CHEMBL2335416,,CHEMBL2335416,6.40,1,http://www.openphacts.org/units/Nanomolar,2517597,=,37,1,=,,IC50,nM,,400.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,400.0
,267786,16328857,[],CHEMBL3707851,"Enzyme Inhibition Assay: Heterocyclic analogs of propargyl-linked inhibitors of the third generation analogs were evaluated in enzyme inhibition assays, assessed for S. aureus and S. pyogenes inhibition, and evaluated for mammalian cell toxicity.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(N)nc(N)c1C#CCc1cccc(-c2ccccc2)c1,,,CHEMBL3639084,,2014,"{'bei': '19.91', 'le': '0.36', 'lle': '3.08', 'sei': '8.40'}",CHEMBL1270439,,CHEMBL1270439,6.54,0,http://www.openphacts.org/units/Nanomolar,2517592,=,37,1,=,,IC50,nM,,290.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,290.0
